type,channel,time,distance,intensity
lateral,ZtSH2,11,9.8103,56.8317
lateral,ZtSH2,11,9.9257,59.1128
lateral,ZtSH2,11,10.0411,62.7802
lateral,ZtSH2,11,10.1565,59.0682
lateral,ZtSH2,11,10.2719,53.9517
lateral,ZtSH2,11,10.3874,54.691
lateral,ZtSH2,11,10.5028,59.603
lateral,ZtSH2,11,10.6182,56.8457
lateral,ZtSH2,11,10.7336,62.121
lateral,ZtSH2,11,10.849,59.5746
lateral,ZtSH2,11,10.9644,62.4087
lateral,ZtSH2,11,11.0798,61.6411
lateral,ZtSH2,11,11.1953,56.7712
lateral,ZtSH2,11,11.3107,62.6199
lateral,ZtSH2,11,11.4261,65.0994
lateral,ZtSH2,11,11.5415,66.2408
lateral,ZtSH2,11,11.6569,65.2006
lateral,ZtSH2,11,11.7723,69.0028
lateral,ZtSH2,11,11.8878,65.8502
lateral,ZtSH2,11,12.0032,57.7533
lateral,ZtSH2,11,12.1186,63.1899
lateral,ZtSH2,11,12.234,65.5528
lateral,ZtSH2,11,12.3494,61.0598
lateral,ZtSH2,11,12.4648,62.1803
lateral,ZtSH2,11,12.5802,60.7899
lateral,ZtSH2,11,12.6957,60.6183
lateral,ZtSH2,11,12.8111,67.7477
lateral,ZtSH2,11,12.9265,66.3693
lateral,ZtSH2,11,13.0419,65.7486
lateral,ZtSH2,11,13.1573,66.0483
lateral,ZtSH2,11,13.2727,65.0137
lateral,ZtSH2,11,13.3881,65.2042
lateral,ZtSH2,11,13.5036,67.538
lateral,ZtSH2,11,13.619,64.9909
lateral,ZtSH2,11,13.7344,70.7921
lateral,ZtSH2,11,13.8498,75.5382
lateral,ZtSH2,11,13.9652,79.0628
lateral,ZtSH2,11,14.0806,76.4657
lateral,ZtSH2,11,14.1961,78.6761
lateral,ZtSH2,11,14.3115,85.9679
lateral,ZtSH2,11,14.4269,88.526
lateral,ZtSH2,11,14.5423,88.8207
lateral,ZtSH2,11,14.6577,89.4259
lateral,ZtSH2,11,14.7731,94.4548
lateral,ZtSH2,11,14.8885,85.9321
lateral,ZtSH2,11,15.004,90.3965
lateral,ZtSH2,11,15.1194,86.3775
lateral,ZtSH2,11,15.2348,82.1029
lateral,ZtSH2,11,15.3502,80.7741
lateral,ZtSH2,11,15.4656,71.863
lateral,ZtSH2,11,15.581,71.6232
lateral,ZtSH2,11,15.6964,68.8585
lateral,ZtSH2,11,15.8119,81.1091
lateral,ZtSH2,11,15.9273,80.9539
lateral,ZtSH2,11,16.0427,76.2535
lateral,ZtSH2,11,16.1581,73.9789
lateral,ZtSH2,11,16.2735,71.0495
lateral,ZtSH2,11,16.3889,65.6369
lateral,ZtSH2,11,16.5044,63.1904
lateral,ZtSH2,11,16.6198,69.5498
lateral,ZtSH2,11,16.7352,71.1808
lateral,ZtSH2,11,16.8506,68.3906
lateral,ZtSH2,11,16.966,70.8296
lateral,ZtSH2,11,17.0814,70.2285
lateral,ZtSH2,11,17.1968,74.6519
lateral,ZtSH2,11,17.3123,75.6974
lateral,ZtSH2,11,17.4277,74.3652
lateral,ZtSH2,11,17.5431,76.3601
lateral,ZtSH2,11,17.6585,71.0574
lateral,ZtSH2,11,17.7739,68.6496
lateral,ZtSH2,11,17.8893,70.4589
lateral,ZtSH2,11,18.0047,71.2697
lateral,ZtSH2,11,18.1202,70.104
lateral,ZtSH2,11,18.2356,72.8089
lateral,ZtSH2,11,18.351,68.0106
lateral,ZtSH2,11,18.4664,70.4965
lateral,ZtSH2,11,18.5818,72.6238
lateral,ZtSH2,11,18.6972,75.5927
lateral,ZtSH2,11,18.8127,72.1279
lateral,ZtSH2,11,18.9281,74.5492
lateral,ZtSH2,11,19.0435,76.0678
lateral,ZtSH2,11,19.1589,72.1809
lateral,ZtSH2,11,19.2743,68.6583
lateral,ZtSH2,11,19.3897,74.9952
lateral,EGFR,11,0,35.479
lateral,EGFR,11,0.1154,30.7385
lateral,EGFR,11,0.2308,31.5934
lateral,EGFR,11,0.3462,34.6365
lateral,EGFR,11,0.4617,35.7779
lateral,EGFR,11,0.5771,37.6191
lateral,EGFR,11,0.6925,37.0764
lateral,EGFR,11,0.8079,40.3592
lateral,EGFR,11,0.9233,39.1774
lateral,EGFR,11,1.0387,36.0104
lateral,EGFR,11,1.1542,40.2392
lateral,EGFR,11,1.2696,44.5677
lateral,EGFR,11,1.385,42.9057
lateral,EGFR,11,1.5004,42.5772
lateral,EGFR,11,1.6158,40.9882
lateral,EGFR,11,1.7312,40.4839
lateral,EGFR,11,1.8466,44.4307
lateral,EGFR,11,1.9621,44.6505
lateral,EGFR,11,2.0775,43.7099
lateral,EGFR,11,2.1929,49.6517
lateral,EGFR,11,2.3083,49.2336
lateral,EGFR,11,2.4237,54.0132
lateral,EGFR,11,2.5391,52.1397
lateral,EGFR,11,2.6545,51.322
lateral,EGFR,11,2.77,50.3079
lateral,EGFR,11,2.8854,53.5274
lateral,EGFR,11,3.0008,56.8095
lateral,EGFR,11,3.1162,52.6116
lateral,EGFR,11,3.2316,55.5476
lateral,EGFR,11,3.347,57.6279
lateral,EGFR,11,3.4625,62.1518
lateral,EGFR,11,3.5779,59.7267
lateral,EGFR,11,3.6933,53.295
lateral,EGFR,11,3.8087,54.1781
lateral,EGFR,11,3.9241,55.745
lateral,EGFR,11,4.0395,56.0799
lateral,EGFR,11,4.1549,59.4499
lateral,EGFR,11,4.2704,55.7045
lateral,EGFR,11,4.3858,54.6287
lateral,EGFR,11,4.5012,56.7348
lateral,EGFR,11,4.6166,60.8121
lateral,EGFR,11,4.732,58.4652
lateral,EGFR,11,4.8474,51.1212
lateral,EGFR,11,4.9628,56.1493
lateral,EGFR,11,5.0783,62.5808
lateral,EGFR,11,5.1937,62.7378
lateral,EGFR,11,5.3091,60.2101
lateral,EGFR,11,5.4245,54.8935
lateral,EGFR,11,5.5399,53.4786
lateral,EGFR,11,5.6553,49.7568
lateral,EGFR,11,5.7708,53.9572
lateral,EGFR,11,5.8862,53.2088
lateral,EGFR,11,6.0016,47.8602
lateral,EGFR,11,6.117,48.1263
lateral,EGFR,11,6.2324,41.6894
lateral,EGFR,11,6.3478,41.3465
lateral,EGFR,11,6.4632,35.6105
lateral,EGFR,11,6.5787,31.6477
lateral,EGFR,11,6.6941,30.0653
lateral,EGFR,11,6.8095,35.0214
lateral,EGFR,11,6.9249,35.5692
lateral,EGFR,11,7.0403,31.0369
lateral,EGFR,11,7.1557,34.2111
lateral,EGFR,11,7.2711,31.5109
lateral,EGFR,11,7.3866,28.5108
lateral,EGFR,11,7.502,33.9993
lateral,EGFR,11,7.6174,31.6223
lateral,EGFR,11,7.7328,35.3474
lateral,EGFR,11,7.8482,38.9694
lateral,EGFR,11,7.9636,37.7393
lateral,EGFR,11,8.0791,32.6446
lateral,EGFR,11,8.1945,32.0303
lateral,EGFR,11,8.3099,31.2722
lateral,EGFR,11,8.4253,29.7311
lateral,EGFR,11,8.5407,30.068
lateral,EGFR,11,8.6561,34.1931
lateral,EGFR,11,8.7715,31.8239
lateral,EGFR,11,8.887,36.2584
lateral,EGFR,11,9.0024,35.7645
lateral,EGFR,11,9.1178,34.4115
lateral,EGFR,11,9.2332,35.3511
lateral,EGFR,11,9.3486,33.7758
lateral,EGFR,11,9.464,38.8767
lateral,EGFR,11,9.5794,42.425
lateral,EGFR,11,9.6949,41.4939
lateral,EGFR,11,9.8103,38.3779
lateral,EGFR,11,9.9257,36.4984
lateral,EGFR,11,10.0411,37.6475
lateral,EGFR,11,10.1565,33.8015
lateral,EGFR,11,10.2719,36.428
lateral,EGFR,11,10.3874,37.6856
lateral,EGFR,11,10.5028,39.3669
lateral,EGFR,11,10.6182,34.5412
lateral,EGFR,11,10.7336,35.1877
lateral,EGFR,11,10.849,40.0041
lateral,EGFR,11,10.9644,43.6789
lateral,EGFR,11,11.0798,32.7956
lateral,EGFR,11,11.1953,38.4721
lateral,EGFR,11,11.3107,35.9928
lateral,EGFR,11,11.4261,35.8236
lateral,EGFR,11,11.5415,37.8154
lateral,EGFR,11,11.6569,41.7193
lateral,EGFR,11,11.7723,41.2917
lateral,EGFR,11,11.8878,41.9665
lateral,EGFR,11,12.0032,43.2465
lateral,EGFR,11,12.1186,41.197
lateral,EGFR,11,12.234,42.203
lateral,EGFR,11,12.3494,47.1548
lateral,EGFR,11,12.4648,42.538
lateral,EGFR,11,12.5802,45.4295
lateral,EGFR,11,12.6957,41.0682
lateral,EGFR,11,12.8111,46.5716
lateral,EGFR,11,12.9265,41.7476
lateral,EGFR,11,13.0419,49.0744
lateral,EGFR,11,13.1573,47.3883
lateral,EGFR,11,13.2727,43.8696
lateral,EGFR,11,13.3881,48.7868
lateral,EGFR,11,13.5036,50.1391
lateral,EGFR,11,13.619,51.6273
lateral,EGFR,11,13.7344,53.5823
lateral,EGFR,11,13.8498,57.8304
lateral,EGFR,11,13.9652,62.5436
lateral,EGFR,11,14.0806,65.3507
lateral,EGFR,11,14.1961,67.4901
lateral,EGFR,11,14.3115,71.1828
lateral,EGFR,11,14.4269,73.5554
lateral,EGFR,11,14.5423,67.8242
lateral,EGFR,11,14.6577,75.0085
lateral,EGFR,11,14.7731,72.2258
lateral,EGFR,11,14.8885,69.6053
lateral,EGFR,11,15.004,64.3802
lateral,EGFR,11,15.1194,54.624
lateral,EGFR,11,15.2348,44.6259
lateral,EGFR,11,15.3502,44.1688
lateral,EGFR,11,15.4656,44.5217
lateral,EGFR,11,15.581,40.2287
lateral,EGFR,11,15.6964,39.6955
lateral,EGFR,11,15.8119,39.7004
lateral,EGFR,11,15.9273,36.8876
lateral,EGFR,11,16.0427,38.7811
lateral,EGFR,11,16.1581,34.304
lateral,EGFR,11,16.2735,35.4764
lateral,EGFR,11,16.3889,37.6457
lateral,EGFR,11,16.5044,35.2284
lateral,EGFR,11,16.6198,35.9987
lateral,EGFR,11,16.7352,36.6127
lateral,EGFR,11,16.8506,38.3499
lateral,EGFR,11,16.966,38.6484
lateral,EGFR,11,17.0814,37.5581
lateral,EGFR,11,17.1968,40.9682
lateral,EGFR,11,17.3123,34.0467
lateral,EGFR,11,17.4277,34.476
lateral,EGFR,11,17.5431,36.5153
lateral,EGFR,11,17.6585,30.658
lateral,EGFR,11,17.7739,26.7578
lateral,EGFR,11,17.8893,28.2837
lateral,EGFR,11,18.0047,27.4932
lateral,EGFR,11,18.1202,31.3958
lateral,EGFR,11,18.2356,28.5923
lateral,EGFR,11,18.351,27.7282
lateral,EGFR,11,18.4664,31.0244
lateral,EGFR,11,18.5818,29.5321
lateral,EGFR,11,18.6972,22.6683
lateral,EGFR,11,18.8127,28.8635
lateral,EGFR,11,18.9281,28.0066
lateral,EGFR,11,19.0435,31.633
lateral,EGFR,11,19.1589,27.829
lateral,EGFR,11,19.2743,29.8456
lateral,EGFR,11,19.3897,26.5559
