cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15
894.702,819.485,509.211,453.361,564.786,809.055,669.042,867.205,210.051,629.92,628.148,774.982,816.595,575.955,613.145
