cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15
338.334,1254.254,1156.575,1115.548,680.31,294.421,725.891,565.346,464.015,252.759,699.037,253.333,426.072,844.735,348.368
