cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
665.278,274.434,557.606,841.019,490.782,247.115,960.371,857.387,653.562,696.971,611.085,781.174,659.077,253.053,1111.479,468.777
