cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
371.327,360.956,469.824,120.861,359.566,354.327,387.509,346.08,326.564,392.11,347.6,582.211,329.37,382.556,353.147,416.546,494.301
