cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
420.298,1169.42,693.048,377.371,453.196,500.859,528.837,519.064,433.859,304.947,676.331,468.188,677.566,765.111,396.922,618.302,449.082
