cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18
443.491,229.692,301.179,287.614,306.168,576.801,268.783,529.521,641.37,281.131,264.041,323.022,661.132,326.743,422.65,361.916,393.253,545.84
