cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20
386.294,328.473,240.271,366.901,242.971,432.67,277.412,180.612,264.115,766.042,499.456,517.11,579.267,159.342,445.263,351.035,589.319,350.173,414.371,159.885
