cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
694.062,643.494,581.86,416.249,630.36,367.341,520.374,422.415,405.607,183.048,538.807,1028.4,373.218,493.774,743.101,503.482
