cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
889.856,439.153,765.428,348.189,393.167,518.891,142.311,401.694,516.712,509.123,950.777,704.634,750.727,384.238,434.008,561.723
