cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14
276.105,202.955,284.874,264.466,307.872,450.596,203.822,289.576,284.026,649.215,130.117,268.058,186.925,228.503
