cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21,cell 22,cell 23
607.444,671.047,429.013,258.996,547.807,553.608,403.936,378.19,440.687,329.072,600.9,604.947,350.121,720.634,422.553,634.177,499.601,570.994,893.391,541.195,886.982,634.696,743.816
