cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12
238.701,591.269,199.251,355.253,464.548,424.084,508.98,511.585,489.091,344.908,353.188,262.498
