cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
313.706,387.028,296.768,255.951,332.958,284.22,180.796,232.62,443.893,518.537,349.852,251.027,383.424,430.1,320.756,448.457,788.635
