time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
0,3617.973,1607.365,2231.792,1805.362,1880.797,1620.961,2390.84,1683.35,2577.2,2863.488,1444.833,2176.048,1374.031,2266.247,2485.948,1676.259,3781.098
2,3643.846,1582.734,2353.286,1738.844,1896.12,1604.457,2306.504,1690.567,2591.931,2976.546,1461.805,2204.676,1379.738,2262.212,2603.662,1721.658,3732.722
4,1692.878,696.648,1287.81,1022.377,806.658,757.105,1285.289,867.026,1151.969,1675.826,958.024,964.816,691.301,1553.734,1214.968,844.076,2014.282
6,1666.791,785.794,1353.573,1184.105,903.228,788.273,1548.094,990.968,1322.77,1585.068,1152.461,1045.304,863.723,1591.57,1450.55,1032.165,2172.661
8,1760.87,759.401,1449.31,1238.237,911.437,912.629,1718.906,1093.974,1416.112,1524.143,1266.877,1036.28,851.703,1597.244,1517.421,1016.829,2270.563
10,1798.359,727.198,1398.771,1271.545,897.595,867.578,1715.383,1134.324,1466.856,1586.399,1264.587,1033.007,833.207,1571.152,1515.284,1047.212,2122.772
12,1822.612,792.307,1435.695,1258.181,849.5,896.668,1673.812,1004.926,1458.1,1460.266,1159.058,1097.952,867.754,1563.383,1449.166,1109.193,2106.873
14,1883.785,724.792,1460.172,1273.158,845.807,814.113,1671.168,1067.461,1494.794,1445.758,1095.666,1087.577,960.961,1589.266,1413.96,1076.478,1823.054
16,1881.951,792.154,1612.466,1331.661,861.782,788.785,1639.281,1033.054,1417.945,1526.666,1051.474,1135.993,937.695,1659.5,1408.794,1052.801,1797.142
18,1895.264,785.661,1541.016,1272.426,837.085,760.613,1625.027,1045.862,1385.528,1497.123,997.952,1040.874,881.477,1636.389,1370.095,1007.177,1732.212
20,1881.598,804.112,1662.896,1284.194,819.684,741.391,1534.586,1062.691,1354.144,1514.379,961.328,1087.502,995.219,1647.807,1372.12,1000.981,1697.013
22,1925.64,792.758,1697.005,1280.772,773.715,717.855,1499.184,1060.851,1307.553,1555.051,1022.239,1097.157,1013.559,1672.313,1334.974,1068.057,1672.155
24,1852.115,759.167,1722.753,1197.895,788.354,637.008,1526.621,1033.284,1312.097,1434.863,924.986,1062.246,1002.824,1552.098,1370.123,950.93,1778.123
26,1879.996,753.385,1713.036,1271.58,759.241,690.828,1450.047,1087.587,1303.756,1477.693,958.14,1179.382,1059.832,1558.161,1379.728,978.604,1876.367
28,1871.395,774.445,1723.19,1254.866,786.94,692.195,1476.801,1076.628,1310.76,1413.017,990.177,1133.382,1019.781,1508.968,1426.923,951.234,1674.272
30,1867.349,755.839,1714.977,1306.737,827.861,720.699,1486.367,1101.645,1307.714,1352.386,970.526,1119.512,993.828,1563.494,1416.266,974.199,1673.361
32,1886.299,769.945,1753.185,1310.379,884.734,659.801,1494.652,1127.625,1303.142,1425.805,948.43,1134.396,989.527,1505.019,1401.519,945.244,1637.237
34,1825.774,720.776,1754.273,1216.368,841.139,639.492,1422.367,1023.433,1310.895,1344.618,924.369,1104.157,882.781,1528.791,1458.656,903.94,1607.972
36,1906.735,772.229,1830.622,1214.196,853.541,643.562,1573.805,1035.407,1366.38,1393.447,918.051,1114.976,986.137,1473.259,1493.209,976.37,1580.889
38,1995.384,734,1784.091,1264.203,852.604,712.422,1554.535,1073.745,1368.17,1346.16,968.01,1153.399,1024.551,1584.563,1563.453,979.873,1697.991
40,1938.117,721.833,1785.096,1269.721,830.497,626.441,1664.383,1020.321,1383.244,1318.027,957.068,1119.341,928.312,1505.851,1546.321,920.646,1729.108
42,1906.627,728.591,1760.401,1268.344,787.646,690.645,1693.598,999.066,1403.08,1282.464,956.437,1155.529,985.996,1520.063,1593.235,916.848,1820.37
44,1916.599,762.018,1755.594,1285.413,807.972,635.461,1736.52,1066.206,1411.328,1264.928,948.939,1065.915,867.918,1551.491,1515.037,921.041,1724.744
