cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15
425.313,403.882,924.619,475.081,404.95,434.236,613.142,285.446,463.268,258.576,234.993,234.098,307.584,307.165,187.42
