cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20
377.209,301.106,286.497,280.269,374.009,301.886,213.743,273.129,305.541,483.527,473.194,387.843,379.469,439.624,244.924,355.775,478.545,271.611,242.125,313.372
