time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
0,3274.931,2770.16,2322.621,2794.572,4221.793,2544.047,2241.879,5158.66,4590.285,3454.705,3087.971,2389.732,1778.185,2758.232,1840.706,1478.446,1633.15
2,3178.668,2663.945,2345.383,2800.231,4370.52,2618.609,2282.035,5253.668,4511.59,3491.698,3089.006,2410.714,1798.336,2740.378,1784.404,1420.723,1562.416
4,2727.456,1854.003,1432.816,1542.014,3227.359,2328.402,1870.18,4658.371,3894.863,2867.323,2060.203,1882.49,1557.466,2239.51,1270.846,1077.644,965.587
6,2569.905,1940.573,1478.648,1612.096,3063.41,2197.328,1833.52,4421.762,3912.523,2877.72,1938.871,1866.75,1527.016,2217.026,1201.867,937.768,1015.239
8,2637.092,1989.942,1534.945,1721.486,3108.375,2299.84,1969.246,4574.789,3938.77,2970.682,2039.67,1981.115,1604.693,2327.841,1241.138,899.898,1059.358
10,2612.536,2257.13,1604.133,1831.438,3094.129,2325.066,1877.664,4483.227,4041.457,2949.321,2127.957,2074.359,1587.38,2393.068,1350.737,955.243,1112.526
12,2616.989,2353.188,1711.578,1911.558,3156.02,2321.773,1962.395,4460.758,4010.059,3048.57,2105.587,2114.172,1620.096,2354.815,1361.643,981.068,1060.249
14,2537.203,2131.017,1713.699,1764.524,3173.672,2416.742,1991.496,4500.609,3928.816,3030.316,2155.777,2137.701,1643.326,2298.88,1417.638,931.475,1094.085
16,2613.453,2239.072,1714.16,1938.885,3237.785,2395.934,1999.27,4627.566,3986.297,3074.615,2226.023,2096.247,1693.607,2381.068,1435.891,964.757,1147.802
18,2702.014,2248.911,1709.922,1938.255,3284.953,2410.395,1994.062,4754.539,3910.508,3052.727,2220,2024.326,1665.549,2382.583,1452.461,990.927,1107.928
20,2671.057,2298.608,1781.188,1990.125,3294.82,2468.156,1934.41,4820.637,4006.27,3118.964,2242.272,2048.081,1673.906,2342.393,1428.388,1085.949,1140.894
