cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15
655.377,699.393,396.601,255.385,438.24,417.004,259.808,332.567,334.07,384.759,326.608,426.505,466.241,411.91,316.168
