cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21
374.233,428.067,330.269,391.932,316.98,292.391,262.534,423.601,416.71,247.033,257.601,389.124,499.625,379.171,426.177,422.1,472.306,403.452,240.692,318.183,327.441
