time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
36,1423.152,936.335,419.179,2161.654,1386.729,638.316,1449.276,697.773,919.603,873.796,785.649,912.202,1101.553,2111.63,1464.45,2050.803
38,1372.231,899.187,403.256,2067.878,1459.169,662.547,1444.698,598.791,883.545,877.849,819.399,931,1045.216,2113.401,1444.914,2163.74
40,1359.94,920.668,415.731,2062.59,1432.333,685.347,1448.951,660.431,962.955,856.313,870.911,920.128,1146.476,2111.337,1468.857,2051.202
42,1416.418,975.253,391.045,2132.782,1433.729,736.88,1505.2,661.978,979.455,884.196,798.918,900.038,1135.274,2138.045,1480.433,2149.851
44,1408.244,875.111,406.654,2213.981,1542.911,698.613,1560.253,631.947,984.103,878.857,1000.975,902.565,1171.76,2209.342,1552.96,2234.053
46,1434.206,920.573,379.974,2205.16,1473.116,750.529,1530.978,640.48,981.327,841.724,1167.807,914.38,1086.88,2218.479,1574.181,2005.976
48,1402.041,956.101,399.237,2124.641,1508.169,731.791,1626.707,692.822,964.429,903.928,1147.456,950.843,1125.288,2286.284,1547.779,2189.798
50,1510.222,925.506,441.417,2182.763,1482.684,703.164,1529.8,599.876,989.378,1041.53,1190.949,890.485,1000.971,2360.632,1649.676,2044.284
52,1492.228,916.968,415.853,2086.167,1553.693,709.591,1496.542,680.893,947.763,963.922,1180.165,921.128,1042.726,2324.172,1696.759,2113.269
54,1406.095,907.905,395.109,2149.013,1511.782,703.471,1578.218,619.347,1049.5,892.172,1188.991,878.492,1052.226,2361.926,1605.742,2075.091
56,1444.57,983.718,395.84,2201.705,1549.924,659.147,1548.756,631.578,1081.276,919.299,1274.222,887.637,1047.341,2402.209,1631.682,2066.019
58,1399.522,881.839,378.513,2153.282,1598.142,661.813,1548.307,673.493,1079,1007.305,1167.598,865.926,1111.192,2461.472,1607.739,2039.644
60,1423.959,902.139,361.327,2142.583,1516.28,663.747,1536.96,726.009,1054.359,932.243,1189.063,914.551,1072.067,2438.928,1567.602,2059.904
62,1444.614,968.209,399.974,2215.494,1683.182,694.604,1541.48,713.156,1128.115,963.742,1221.851,958.454,1155.25,2493.959,1629.117,2001.255
64,1477.69,978.354,331.808,2204.744,1634.88,733.711,1527.658,720,1143.083,980.303,1158.975,921.273,1060.63,2497.35,1613.521,2090.452
66,1469.449,965.155,332.449,2262.147,1623.68,701.071,1590.511,737.52,1155.115,1009.83,1150.415,910.311,1076.986,2565.186,1541.186,1947.106
68,1420.892,958.497,333.885,2291.006,1566.333,698.507,1534.462,727.596,1191.109,1076.442,1100.038,974.606,1055.202,2587.562,1548.074,1944.697
70,1501.184,1046.459,343.558,2348.25,1702.489,690.671,1541.893,675.076,1120.929,1040.018,1124.237,938.39,1120.553,2598.951,1591.473,2048.269
72,1514.595,1068.759,389.846,2379.41,1730.324,716.142,1583.222,763.84,1151.423,1130.47,1111.668,970.204,1162.51,2680.182,1552.797,1810.168
74,1608.364,1090.703,335.429,2402.103,1784.12,729.564,1525.373,760.991,1179.782,1120.278,1132.133,950.306,1205.168,2740.339,1546.057,1809.846
76,1580.851,1108.256,346.66,2451.737,1756.702,672.702,1581.147,777.031,1269.09,1110.039,1117.405,995.074,1196.779,2698.644,1600.189,1649.606
78,1485.826,1109.247,348.571,2324.506,1729.133,670.32,1556.289,744.92,1191.744,1140.975,1156.962,975.791,1077.409,2760.292,1588.246,1705.221
80,1458.851,1128.62,475.468,2363.179,1858.022,707.729,1502.84,775.8,1237.442,1122.789,1201.31,995.508,1019.567,2778.753,1600.223,1670.144
82,1501.877,1153.696,394.955,2370.147,1801.569,682.889,1557.396,739.004,1193.288,1189.039,1221.778,1008.119,999.447,2849.438,1654.49,1684.394
84,1505.484,1196.722,410.635,2463.327,1854.573,777.693,1582.373,807.338,1216.397,1164.106,1176.06,979.399,990.159,2743.464,1604.851,1793.389
86,1487.892,1136.171,394.603,2556.981,1844.018,739.644,1569.68,729.178,1229.071,1281.712,1263.212,1011.173,1159.322,2825.372,1644.848,1921.601
88,1516.943,1145.687,419.481,2651.551,1784.747,723.538,1498.502,782.667,1182.276,1230.104,1139.266,954.064,1052.418,2718.777,1592.779,1772.183
90,1486.88,1211.943,333.558,2604.506,1782.711,757.933,1535.533,748.262,1357.308,1190.047,1184.677,1037.311,1114.019,2807.857,1596.029,1887.779
92,1591.582,1270.18,369.532,2691.276,1789.929,727.138,1543.169,750.671,1299.538,1221.501,1247.475,1075.808,1106.587,2838.01,1624.393,1815.048
94,1519.437,1253.054,328.59,2597.173,1842.973,741.907,1458.973,717.938,1315.744,1296.726,1218.598,1135.784,1172.558,2768.294,1620.307,1854.692
96,1561.804,1293.136,345.859,2645.038,1925,797.951,1518.462,749.702,1237.391,1313.875,1214.291,1048.884,1067.284,2936.71,1565.98,1662.236
98,1627.82,1270.823,346.333,2611.071,1914.871,805.818,1553.431,718.756,1333.737,1336.775,1274.839,1164.995,1127.808,2941.732,1608.287,1578.49
