cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12
436.13,493.427,302.687,216.355,254.435,234.683,314.944,372.186,632.501,614.923,296.543,451.035
