time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
38,2364.573,2990.699,3035.424,2888.149,2478.386,3459.053,2765.463,2085.578,2001.091,1309.477,1884.904,3453.676,3558.696,1963.369,3851.089,3162.894
40,2478.905,2933.294,3096.285,2882.807,2505.019,3436.408,2830.926,2009.745,1956.651,1216.076,1866.464,3457.411,3456.302,1933.306,3828.532,3202.505
42,2380.297,2982.44,3228.608,2940.152,2515.902,3429.137,2874.539,1956.956,1917.089,1236.49,1933.029,3407.178,3710.42,1932.163,3748.995,3335.867
44,2395.421,2927.259,3224.054,2918.956,2452.364,3291.394,2808.912,2041.979,1904.802,1231.969,1866.099,3374.957,3569.35,1885.18,3652.674,3233.106
46,2359.728,2909.392,3197.399,2908.266,2485.845,3224.248,2815.53,1965.406,1850.578,1176.43,1837.474,3309.73,3516.437,1877.196,3607.128,3189.997
48,2334.845,2840.177,3125.5,2752.791,2367.43,3181.188,2768.686,1940.336,1734.159,1185.328,1720.745,3200.5,3391.476,1778.957,3531.511,3145.222
50,2286.677,2816.965,3039.278,2740.655,2297.747,3092.958,2707.836,1934.19,1764.104,1139.094,1725.753,3184.156,3393.159,1810.32,3482.948,3156.884
52,2276.089,2785.946,3020.044,2666.411,2303.652,3264.904,2877.048,2028.018,1721.526,1128.786,1737.352,3260.567,3377.193,1804.37,3526.979,3160.474
54,2335.734,2816.415,2965.687,2628.816,2280.411,3188.54,2890.392,2040.703,1718.208,1084.906,1652.802,3142.043,3342.794,1879.307,3499.951,3181.14
56,2214.339,2875.975,2921.475,2696.509,2317.943,3258.935,2899.969,2016.417,1747.536,1155.044,1719.081,3211.563,3197.1,1831.961,3519.711,3179.055
58,2137.75,2848.801,2765.573,2687.503,2291.975,3228.896,2923.321,1983.719,1626.018,1094.557,1769.414,3172.315,3128.896,1827.583,3465.627,3018.287
60,2198.18,2843.513,2827.718,2624.557,2254.576,3201.211,2856.121,2103.911,1655.633,1145.544,1761.682,3272.387,3209.252,1803.722,3528.56,3057.584
62,2164.297,2809.222,2859.516,2581.269,2329.497,3159.729,2790.29,2031.562,1711.229,1129.633,1821.089,3056.7,3107.061,1772.48,3479.869,3038.515
64,2162.82,2788.241,2882.614,2545.174,2277.791,3197.735,2740.143,2090.88,1644.44,1051.826,1766.953,3171.472,3223.178,1761.941,3506.536,3050.915
66,2167.076,2764.816,2989.715,2550.285,2259.291,3091.012,2724.449,2005.62,1697.76,1107.276,1825.128,3149.23,3182.565,1711.424,3487.529,3118.3
68,2112.541,2773.576,2832.389,2601.364,2292.478,3115.505,2786.639,2026.018,1638.432,1091.44,1716.203,3020.333,3126.731,1665.348,3418.479,3083.642
70,2136.44,2797.348,2875.022,2578.804,2239.427,3087.465,2680.157,1983.224,1659.956,1078.034,1747.745,3142.131,3177.344,1787.644,3346.883,3055.099
72,2133.475,2747.959,2818.114,2556.924,2316.247,3107.475,2777.466,1986.891,1617.461,1074.383,1787.427,3058.146,3162.85,1658.543,3390.718,2976.461
74,2155.174,2774.044,2695.826,2439.247,2301.13,3088.735,2719.238,2006.995,1623.135,1032.544,1830.755,3039.598,3182.78,1678.204,3511.638,3028.058
76,2137.282,2690.418,2816.978,2421.636,2289.187,3125.183,2690.779,1944.612,1594.016,1112.602,1810.208,3010.178,3217.487,1610.554,3371.693,3022.662
78,2095,2680.962,2760.006,2402.456,2353.88,3066.417,2675.095,1970.01,1605.451,1111.096,1731.016,2959.496,3166.983,1569.298,3506.252,2949.198
80,2074.411,2659.301,2945.411,2422.649,2229.373,3052.017,2698.228,1939.263,1601.055,1016.831,1726.875,2913.007,3217.741,1570.269,3426.584,2974.433
82,2106.93,2676.826,2986.962,2407.066,2210.196,3071.956,2589.074,1811.477,1581.919,1010.003,1741.234,2915.107,3158,1578.937,3390.502,2980.485
84,2060.437,2607.146,2867.829,2295.411,2275.639,3060.54,2583.629,1798.284,1615,959.219,1655.99,2917.078,3142.569,1529.313,3388.894,2881.846
86,2132.199,2589.028,3020.408,2359.674,2342.114,3023.077,2627.09,1859.69,1638.453,973.638,1682.448,2928.276,3097.72,1562.237,3455.065,2833.601
88,2153.079,2539.43,2820.712,2270.601,2237.807,3053.711,2616.936,1904.432,1647.898,1013.776,1676.492,2867.107,3146.98,1507.691,3584.8,2936.706
90,2178.427,2556.478,2907.241,2228.215,2203.405,2922.397,2617.397,1920.828,1650.984,998.607,1724.036,2922.507,3156.361,1529.269,3633.909,2858.464
92,2120.351,2593.582,2869.642,2275.301,2212.886,2904.14,2570.259,1887.714,1625.318,978.307,1685.698,2904.144,3240.567,1543.609,3706.36,2944.928
94,2138.396,2555.639,2843.272,2377.003,2231.028,2959.08,2650.675,1925.076,1613.432,1011.156,1722.958,2867.613,3169.693,1581.935,3696.193,2783.362
96,2196.722,2522.652,2914.975,2375.886,2238.728,2851.732,2721.912,1899.016,1597.802,1078.242,1716.401,2867.709,3189.952,1516.054,3650.782,2820.898
98,2243.886,2440.722,2966.475,2504.434,2202.978,2859.472,2610.48,1908.169,1609.362,915.435,1685.966,2909.765,3132.207,1554.443,3638.81,2804.321
100,2327.551,2431.804,2933.421,2488.658,2242.256,2833.232,2656.154,1987.169,1586.406,951.542,1698.648,2951.646,3245.067,1629.969,3633.448,2799.85
