time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
0,2466.304,3422.522,3540.946,3309.104,2815.854,3872.125,3606.038,2394.63,2221.648,1363.63,2205.68,3692.28,3955.459,2389.698,4434.989,3677.621
2,2538.665,3358.551,3560.864,3290.487,2799.791,3839.128,3550.09,2363.943,2287.76,1477.438,2218.073,3656.222,3822.213,2309.172,4426.536,3771.14
4,2536.775,3366.142,3517.082,3219.88,2685.889,3784.092,3442.924,2182.404,2122.302,1473.893,2202.508,3603.954,3718.356,2137.88,4429.071,3714.693
6,2424.123,3253.845,3360.744,3199.459,2566.057,3753.54,3173.72,2142.758,2020.987,1469.146,2028.812,3503.837,3695.32,1934.859,4161.998,3637.631
8,2359.282,3132.041,3271.247,3146.396,2641.297,3714.075,3129.01,2044.393,1939.818,1390.224,2013.297,3462.639,3708.411,1890.707,4200.437,3525.741
10,2367.949,3079.734,3280.585,3078.81,2575.402,3630.66,3101.268,2036.995,1910.672,1362.68,1953.042,3475.294,3650.883,1871.4,4166.294,3496.57
12,2433.842,2986.446,3333.573,3094.38,2581.905,3555.071,3020.304,2013.747,1933.703,1344.352,1954.18,3514.35,3655.98,1873.924,4145.461,3491.174
14,2417.009,3039.601,3280.918,3026.816,2550.016,3483.343,3068.534,2016.227,1894.482,1449.281,1878.922,3438.757,3542.885,1661.806,4121.972,3388.061
16,2482.544,3079.566,3229.234,3069.424,2619.984,3557.247,3155.173,2139.305,1998.021,1499.281,1981.479,3521.704,3530.326,1729.109,4256.856,3460.164
18,2523.019,3089.152,3208.481,3013.991,2600.177,3587.615,3061.732,2163.531,1946.859,1459.62,1990.018,3472.289,3510.98,1737.519,4230.573,3518.829
20,2504.68,3168.041,3221.62,3026.937,2565.842,3527.465,3096.872,2106.367,1957.435,1450.505,2021.784,3518.644,3510.843,1823.661,4199.599,3378.597
22,2555.56,3201.177,3330.25,2962.535,2639.345,3544.959,3083.974,2088.031,2000.211,1446.333,2047.065,3480.272,3590.846,1961.802,4137.662,3400.232
24,2470.272,3115.62,3385.263,2980.896,2566.709,3565.056,3020.563,2175.219,1973.818,1384.159,2008.674,3548.152,3620.144,2073.026,4180.935,3327.966
26,2436.085,3048.218,3351.832,2929.085,2462.424,3514.783,2931.221,2121.289,1962.362,1304.036,1939.828,3389.58,3516.794,1959.972,4083.24,3307.294
28,2443.535,3039.513,3264.842,2901.237,2491.019,3459.695,2925.95,2088.312,1969.818,1289.992,1954.904,3513.78,3584.054,1941.615,3969.076,3288.621
30,2450.519,3071.671,3201.576,2889.532,2468.633,3536.522,2806.715,1992.391,1963.755,1203.828,1934.875,3507.604,3530.244,1965.872,3929.229,3149.413
32,2480.187,3020.307,3133.813,2834.547,2468.259,3477.161,2937.544,2082.234,1968.086,1236.495,1984.646,3544.13,3637.369,1890.637,3918.83,3270.727
34,2390.165,3036.652,3309.937,2896.829,2502.259,3467.991,2868.653,2086.201,1908.672,1208.664,1937.63,3401.87,3575.619,1934.15,3856.369,3291.307
36,2520.759,3007.184,3099.601,2880.25,2521.598,3516.576,2789.565,2093.049,1977.18,1215.745,1903.547,3394.487,3583.909,1985.43,3817.547,3261.891
