cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21,cell 22
515.156,897.972,870.32,692.063,628.306,386.184,377.435,328.77,257.179,511.261,563.048,541.962,524.381,293.157,337.191,471.554,338.242,415.065,447.602,341.566,273.485,269.569
