cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21
205.99,258.685,633.612,268.528,358.635,672.518,170.599,316.927,301.787,230.047,280.518,321.828,362.913,417.853,329.979,290.964,405.063,365.038,337.266,430.888,235.481
