cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
451.704,712.005,254.718,521.46,248.192,483.096,334.718,368.848,601.094,468.794,103.605,429.245,359.713,468.875,301.385,595.946
