cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21
395.033,358.492,367.921,324.93,290.232,194.261,235.581,333.655,343.901,296.847,334.789,299.761,380.844,273.606,453.358,396.765,344.404,327.55,386.371,402.048,309.105
