cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14
239.489,346.914,215.313,371.269,410.509,247.528,354.95,349.533,344.387,238.906,202.669,290.581,483.884,490.463
