cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
362.872,237.772,706.312,188.848,320.579,374.846,280.339,261.67,227.603,298.461,174.934,546.356,399.73,216.584,303.079,408.115
