cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
640.177,632.307,759.467,459.548,248.51,425.331,213.185,238.878,295.273,293.121,376.421,201.356,161.886,304.8,127.503,710.228,464.632
