cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10
2893.921,1337.953,2431.603,1980.134,1685.691,2265.5,3615.382,2457.104,2434.26,3101.362
