cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19
1057.29,1849.836,2035.551,1988.352,1492.14,1982.552,1463.385,1511.066,2911.084,1540.51,780.639,1036.466,1694.193,2676.913,3421.651,2954.704,1902.076,2470.283,1325.234
