time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
0,3637.203,4421.617,6554.562,2477.49,3229.587,2544.04,1933.115,3470.177,6166.782,2699.492,7960.044,2578.542,1092.66,2628.013,3338.734,2631.874
40,3356.706,4439.563,7005.003,2396.226,3071.768,2442.132,1798.946,3389.307,6037.823,2670.005,8072.518,2483.213,1074.836,2582.07,3325.715,2563.67
80,3360.101,3509.098,7037.421,2461.696,3138.853,2425.19,1844.496,3309.252,6104.687,2498.521,8055.99,2494.554,1016.223,2446.56,3287.676,2545.885
120,2755.949,3460.222,5849.441,1909.527,2774.656,2277.214,1371.968,2782.89,5339.437,1657.57,7653.286,1886.436,701.633,1378.193,2729.367,1967.421
160,2593.516,3251.516,5469.917,1903.688,2647.103,2197.096,1381.986,2698.826,5288.446,1515.565,7630.206,1880.998,615.918,1329.924,2819.707,1998.868
200,2555.282,3238.203,5262.736,1898.891,2647.103,2151.424,1308.117,2572.459,5179.139,1350.758,7613.221,1935.72,606.973,1354.918,2935.414,2071.112
240,2458.892,3198.984,5187.696,1972.946,2524.357,2180.531,1313.782,2561.541,5224.908,1304.388,7580.612,1888.65,619.289,1324.877,3039.137,2035.633
280,2463.722,3193.038,5221.668,1906.332,2354.185,2216.788,1357.183,2596.833,5167.794,1394.38,7597.484,1853.591,599.93,1181.943,2962.5,2053.175
320,2436.585,3147.335,5110.307,1832.04,2325.815,2157.717,1316.261,2542.287,5133.962,1381.982,7491.674,1868.81,620.539,1096.085,2962.992,1997.309
360,2361.111,2977.402,5104.238,1781.063,2313.308,2159.801,1307.544,2515.221,5050.082,1336.747,7415.388,1758.327,597.371,1111.218,2866.789,1947.734
400,2328.335,2977.101,4824.106,1805.14,2235.922,2154.71,1299.777,2492.455,5204.418,1414.961,7543.891,1764.818,645.828,1098.873,2881.477,1927.223
440,2318.734,2847.725,4885.865,1806.585,2145.897,2141.277,1286.504,2371.002,5125.418,1427.443,7420.857,1768.411,627.992,1008.203,2834.543,1848.456
480,2272.244,2806.788,4670.178,1773.61,2181.792,2157.569,1240.117,2326.953,5110.658,1408.094,7409.909,1768.722,623.359,1045.652,2953.973,1875.223
520,2272.038,2691.462,4524.003,1846.676,2149.641,2148.145,1197.808,2289.591,4996.851,1372.872,7297.977,1734.29,648.102,1025.785,2887.266,1857.401
560,2201.051,2556.535,4355.751,1789.782,2130.386,2167.482,1183.192,2195.76,5015.728,1316.93,7165.232,1720.29,619.125,973.731,2820.734,1775.648
600,2173.766,2565.361,4087.991,1850.897,2155.33,2140.152,1202.433,2144.959,4931.788,1227.651,7134.859,1769.227,606.543,945.247,2736.805,1668.292
640,2114.794,2519.073,3918.865,1783.387,2083.004,2119.413,1184.516,2111.914,4884.301,1217.974,7103.776,1690.258,570.938,928.57,2738.098,1633.926
680,2051.807,2538.278,3859.55,1749.129,2090.225,2120.826,1152.544,2108.222,4793.858,1182.021,7026.154,1665.99,653.395,935.785,2745.312,1645.387
720,2041.31,2418.199,3754.238,1696.582,2146.6,2075.127,1146.619,2035.979,4730.949,1141.461,6869.844,1706.223,617.262,943.842,2624.48,1601.12
760,2065.234,2461.12,3666.814,1726.948,2091.237,2094.652,1109.241,2042.304,4673.718,1151.388,6861.719,1635.673,621.922,883.196,2527.051,1604.92
800,2060.513,2400.111,3693.831,1619.779,2021.929,2121.562,1051.857,1978.119,4554.089,1150.013,6776.534,1606,547.645,911.747,2508.223,1555.748
840,2040.737,2380.845,3772.688,1624.278,2016.525,2093.554,1061.951,1978.929,4632.348,1127.922,6779.625,1604.098,604.16,899.5,2485.871,1536.083
880,2003.329,2348.453,3643.08,1620.06,1978.105,2115.596,1079.794,1889.959,4620.747,1085.068,6659.82,1595.753,649.219,876.459,2504.633,1454.736
920,2057.263,2230.706,3639.123,1580.782,1979.393,2079.527,1091.367,1907.623,4400.313,1080.865,6541.07,1603.452,586.023,898.62,2535.961,1480.375
960,1988.351,2252.665,3556.679,1578.736,1937.074,2059.788,1080.378,1899.641,4497.12,1090.82,6560.818,1585.413,551.281,853.456,2511.246,1463.049
1000,1986.18,2059.522,3550.966,1581.37,1922.132,2134.085,1037.679,1907.289,4475.136,1115.742,6619.068,1586.503,574.516,844.959,2428.199,1522.808
1040,1982.402,2054.573,3480.911,1605.65,1970.679,2113.949,1047.33,1837.682,4503.051,1067.154,6483.036,1556.724,561.117,818.244,2363.289,1433.272
1080,1961.402,2102.222,3442.883,1585.785,1915.074,2096.6,1028.911,1893.654,4383.791,1045.534,6376.951,1530.329,536.301,801.335,2391.914,1410.814
1120,2007.81,2182.715,3489.203,1584.117,1946.761,2014.185,985.487,1852.932,4479.361,1098.049,6378.674,1470.057,598.762,799.538,2474.004,1481.338
1160,2022.434,2076.538,3526.559,1606.559,1932.022,2063.926,973.309,1784.93,4239.364,1106.404,6266.979,1472.413,528.352,810.364,2356.777,1448.427
1200,1948.782,2104.25,3447.244,1593.309,1968.442,2028.498,963.232,1850.357,4066.367,1080.146,6250.151,1439.624,549.777,843.453,2345.699,1553.914
1240,1939.446,2111.468,3329.261,1565.418,1973.393,2030.272,970.261,1808,4229.184,1095.247,6214.32,1453.777,600.02,804.165,2355.293,1659.16
1280,1910.241,2032.845,3371.046,1571.725,1951.047,2028.087,964.736,1798.205,4190.506,1091.656,6186.266,1452.918,544.121,825.589,2340.703,1781.401
1320,1867.991,2108.579,3284.017,1550.607,1954.906,2032.667,981.209,1821.008,4200.497,1051.69,6150.01,1415.452,555.164,821.598,2375.418,1769.266
1360,1918.149,1957.453,3324.811,1632.484,1911.761,2025.214,996.84,1835.843,4205.538,1137.667,6122.146,1410.213,528.055,886.149,2306.516,1467.183
1400,1858.566,2020.915,3093.35,1535.857,1948.047,1943.509,954.822,1801.484,4275.975,1124.807,6119.091,1407.207,528.363,895.595,2342.668,1389.734
1440,1789.889,1966.218,3299.963,1470.129,1934.833,1966.58,951.862,1828.854,4191.38,1073.458,5983.638,1397.636,538.934,888.396,2309.422,1398.539
1480,1815.244,2105.456,3228.837,1501.539,1893.989,1971.942,971.206,1840.521,4159.288,1097.599,5981.836,1383.086,564.371,827.402,2342.934,1353.86
1520,1820.956,2060.123,3127.501,1470.722,1929.797,1923.984,892.315,1856.724,4075.307,1160.768,5966.148,1322.765,560.488,874.367,2323.652,1371.713
