cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18
2978.302,1959.643,5773.348,2874.206,3492.431,3006.556,4315.925,2707.657,3820.416,7187.286,3421.697,2948.359,3224.575,3157.285,1857.476,2481.439,4086.758,7392.337
