cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20
2147.781,850.989,1054.225,1501.184,1717.166,786.034,1133.616,1467.259,720.816,1079.365,1052.556,1120.647,691.011,1446.689,2202.377,2250.122,1237.192,1163.33,2294.624,1639.127
