cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
1224.536,1760.186,2449.102,1189.695,1153.952,1043.453,739.304,636.379,725.156,1126.177,869.156,931.284,511.639,2195.085,530.407,824.235
