cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
811.251,876.464,515.05,899.356,466.062,456.43,497.823,529.203,585.3,471.94,612.057,465.249,477.483,431.123,700.994,583.519
