cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18
690.614,400.415,1103.262,958.768,1381.888,563.154,612.189,822.346,1095.965,401.01,749.325,1139.954,926.345,726.691,914.425,912.548,562.465,810.286
