cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19
554.677,694.364,520.125,367.481,1535.943,490.596,772.322,543.299,963.347,892.797,554.734,367.88,492.719,1089.714,2141.282,1056.713,1383.134,1308.164,703.738
