cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21,cell 22,cell 23,cell 24
1852.339,3541.981,1939.472,3586.813,2772.343,2842.434,2467.927,2730.96,2377.64,3237.226,1745.322,1912.892,784.73,2526.115,1698.481,1250.799,700.896,2339.554,1328.612,2582.909,2231.948,1619.911,1674.17,2547.366
