cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
563.934,752.74,606.624,1199.081,767.17,1318.879,1369.838,1139.829,766.958,1962.533,692.285,804.58,1769.983,1579.488,1158.238,1254.925,1567.331
