cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20,cell 21,cell 22,cell 23,cell 24
745.979,1474.882,559.816,947.358,670.169,687.673,1091.144,1257.604,1359.66,1386.765,762.441,827.146,1141.553,1864.243,854.704,1161.211,1324.51,439.557,1219.279,985.258,704.767,842.289,593.27,540.159
