cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17,cell 18,cell 19,cell 20
693.003,593.348,648.303,1086.101,851.674,858.21,648.317,373.885,573.713,631.703,502.306,627.312,836.513,319.496,520.719,452.925,447.517,494.299,1125.89,626.911
