cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
2093.871,1183.656,913.018,1306.1,1553.043,2849.013,1211.49,1315.059,2035.553,3050.601,2793.812,2949.453,3481.312,2525.595,2554.296,3893.246,3493.316
