cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
2590.27,3256.899,1853.187,2236.959,2095.936,2692.09,2210.052,2477.23,2330.949,1800.64,3488.719,3019.133,3542.836,2276.282,3783.364,3228.296
