time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13
0,757.348,601.445,366.339,990.099,484.446,765.498,704.724,1052.915,635.42,1232.576,512.097,1272.821,288.607
40,777.957,608.477,372.753,1001.583,494.544,771.174,689.296,1041.532,646.256,1259.391,499.029,1259.808,287.5
80,807.137,603.18,361.692,980.445,481.842,754.567,720.33,1059.474,647.358,1206.034,509.043,1230.987,279.917
120,765.668,603.102,353.399,961.315,465.047,784.372,721.063,1006.904,643.123,1170.781,489.031,1178.372,263.44
160,798.391,650.871,379.731,1019.086,494.785,793.601,739.785,1001.181,640.973,1190.234,518.665,1155.462,278.276
200,774.27,662.691,373.568,1019.242,484.041,814.608,753.091,1003.126,656.706,1215.88,510.974,1185.692,294.729
240,707.102,663.301,377.159,1010.518,472.636,824.157,779.461,1009.703,670.945,1262.484,521.147,1155.712,292.815
280,659.586,668.172,378.834,997.521,481.203,803.853,770.843,1020.369,666.191,1234.047,522.152,1153.981,299.24
320,666.219,668.945,377.545,1000.185,480.614,795.597,758.911,1067.14,648.481,1264.211,523.532,1249.308,297.38
360,704.762,675.25,377.679,998.435,510.975,786.055,762.094,1048.932,674.478,1275.646,520.644,1325.423,292.091
400,722.773,652.457,378.534,950.232,528.541,773.734,760.074,1048.655,671.611,1248.74,502.615,1304.962,284.065
440,746.406,657.512,379.636,932.513,547.418,738.945,743.933,1059.918,690.792,1263.263,495.979,1304.256,289.307
480,791.156,668,378.042,935.258,546.028,759.823,746.883,1052.205,691.901,1286.406,505.128,1305.994,282.096
520,783.582,669.555,385.981,950.607,540.459,746.775,755.426,1096.874,687.048,1280.891,514.002,1289.609,288.786
560,789.852,637.188,384.901,939.578,560.282,738.355,770.796,1102.43,696.27,1287.414,514.052,1243.833,275.125
600,783.816,662.473,386.813,942.188,543.82,731.584,765.143,1117.625,683.427,1259.047,520.482,1255.936,278.797
640,768.449,638.062,378.284,907.672,528.655,727.997,766.089,1137.986,679.85,1279.987,516.572,1217.032,272.07
680,781.418,646.441,387.122,892.883,518.278,724.792,774.293,1123.362,682.853,1256.438,502.09,1189.647,267.711
720,752.844,635.59,391.472,884.565,512.266,710.911,771.406,1139.556,643.485,1232.135,507.031,1164.199,271.857
760,791.199,677.914,389.248,884.026,506.956,741.154,784.72,1209.935,651.451,1266.552,519.945,1119.865,277.958
800,776,651.938,411.369,908.966,508.079,726.072,783.52,1109.048,645.075,1240.99,517.838,1162.917,275.964
840,736.438,627.789,400.878,891.133,503.054,734.106,773.063,1181.816,673.468,1244.552,531.895,1126.538,277.07
880,745.848,665.762,405.636,886.227,515.69,727.099,754.643,1184.249,658.983,1225.224,494.097,1152.353,281.435
920,732.375,651.285,397.727,858.057,491.101,722.461,769.913,1218.423,700.44,1230.227,508.489,1127.455,249.57
960,707.543,630.359,399.617,858.471,493.538,699.666,762.791,1198.939,685.747,1205.719,519.116,1162.103,277.151
1000,709.504,627.223,399.381,857.573,488.453,700.338,749.389,1229.242,665.106,1177.438,488.119,1150.801,271.766
1040,703.93,623.586,394.89,839.036,491.62,689.017,753.502,1173.348,680.846,1201.648,494.599,1122.692,274.065
1080,697.758,624.91,396.166,847.451,496.358,706.512,739.019,1189.7,653.232,1186.385,508.843,1112.692,268.286
1120,699.133,615.816,383.076,797.964,475.253,702.833,730.046,1188.966,654.44,1197.807,496.945,1101.487,281.083
1160,672.051,583.434,373.359,784.141,463.066,695.075,732.596,1127.201,625.553,1177.643,497.561,1128.333,254.784
1200,668.449,586.387,369.539,785.878,458.165,715.512,748.393,1212.519,638.311,1189.914,489.532,1155.596,260.047
1240,688.27,603.398,373.583,789.076,459.396,715.679,732.431,1167.471,630.072,1177.417,506.014,1133.192,267.049
1280,688.426,602.156,377.682,788.227,462.652,694.512,740.731,1144.536,646.543,1212.763,493.466,1112.013,264.896
1320,698.715,619.906,370.586,800.549,450.921,707.618,738.657,1160.778,657.177,1210.292,498.271,1109.942,259.445
1360,656.98,599.516,379.37,789.331,445.744,682.604,768.472,1182.928,617.7,1210.112,497.558,1092.109,260.102
1400,682.836,639.137,373.748,787.362,440.028,693.143,777.32,1146.423,638.952,1233.617,494.822,1090.263,268.281
1440,718.195,605.949,377.807,775.13,450.956,684.765,779.596,1176.648,652.543,1226.982,482.335,1117.096,259.417
1480,720.551,621.039,373.64,781.589,438.307,700.116,774.3,1128.331,672.874,1260.935,487.748,1042.756,254.047
1520,717.812,613.156,392.752,791.128,444.035,695.795,764.985,1163.297,680.935,1257.914,494.884,1077.199,257.104
1560,720.816,632.02,380.015,785.451,433.152,680.242,758.989,1135.713,691.587,1250.315,492.637,1092.731,270.693
1600,701.973,617.113,380.528,772.081,447.244,718.345,787.652,1165.365,674.041,1269.573,485.463,1086.231,260.117
1640,696.461,628.672,378.308,796.966,447.5,713.177,769.6,1170.621,686.444,1259.521,475.926,1091.872,271.188
1680,720.91,612.266,362.601,792.227,445.532,723.055,784.941,1157.464,700.352,1244.224,500.553,1114.019,264.995
1720,718.516,604.816,365.216,802.229,453.772,716.536,785.372,1106.696,696.85,1224.953,489.197,1120.968,270.596
1760,736.848,593.066,374.265,794.628,454.715,712.205,780.074,1102.928,681.358,1232.589,506.164,1102.212,262.305
1800,733.555,627.336,370.45,807.706,455.386,725.283,769.026,1109.051,670.686,1195.461,512.05,1104.147,257.43
1840,733.797,608.59,360.607,815.286,471.892,738.447,775.03,1141.102,685.645,1194.344,510.817,1121.769,264.469
1880,729.09,591.066,361.649,790.443,461.734,715.119,776.772,1164.71,677.119,1217.99,484.276,1140.545,271.714
1920,732.766,608.152,365.146,823.263,476.402,738.597,804.931,1142.259,668.645,1155.323,487.67,1116.84,261.339
1960,730.105,600.914,356.112,820.495,448.108,723.778,814.22,1160.341,679.379,1173.242,478.791,1131.346,267.172
2000,758.559,593.879,343.64,784.773,451.18,722.625,800.456,1158.645,668.628,1185.935,480.789,1141.026,247.104
2040,809.93,598.723,350.575,819.625,424.601,727.113,787.48,1130.491,662.017,1176.677,467.112,1087.34,238.755
2080,767.164,606.035,345.581,793.107,442.82,752.324,821.756,1126.843,660.266,1166.667,487.202,1112.115,245.206
2120,747.5,581.691,353.459,790.268,422.421,742.928,766.789,1066.816,651.263,1196.003,475.675,1112.782,245.612
2160,801.734,591.262,349.388,781.062,448.731,749.969,851.58,1128.133,644.655,1155.372,466.843,1082.885,251.352
2200,781.906,581.055,364.88,793.479,452.801,758.14,856.113,1147.208,643.42,1166.792,485.209,1112.321,245.445
2240,736.969,582.355,363.117,795.539,443.399,766.198,879.77,1137.468,624.386,1176.857,477.8,1109.083,258.94
2280,753.867,586.168,366.911,785.073,447.092,775.959,864.102,1115.488,605.102,1139.573,480.116,1139.455,228.669
2320,732.715,564.957,370.791,797.484,467.595,803.099,834.454,1115.382,617.942,1147.424,484.52,1145.423,248.518
2360,722.797,539.934,366.242,783.654,448.494,765.874,818.359,1107.273,617.078,1144.346,475.938,1153.872,248.208
2400,743.512,574.992,370.455,786.125,478.807,771.229,811.237,1127.041,590.799,1131.174,488.382,1144.724,249.784
2440,731.016,575.008,358.761,762.06,507.218,756.355,809.094,1123.775,625.836,1111.453,494.743,1126.705,236.271
2480,742.484,581.102,359.115,770.953,492.997,733.143,817.509,1149.959,634.925,1155.513,495.257,1152.506,255.609
2520,724.883,569.621,356.472,780.044,494.421,759.123,829.978,1133.703,648.543,1162.076,486.667,1148.853,257.896
2560,711.75,555.57,357.446,775.688,467.532,704.792,827.991,1079.891,630.573,1172.263,482.399,1143.276,241.195
2600,716.379,554.859,355.383,773.964,506.566,737.44,804.344,1048.474,648.498,1187.904,487.943,1157.872,252.057
2640,698.277,547.23,355.131,791.062,493.959,721.235,799.063,1077.259,668.56,1181.599,464.841,1138.994,245.258
2680,700.914,554.762,364.735,769.539,501.187,751.324,817.68,1063.867,657.358,1196.799,474.867,1146.218,253.38
2720,701.207,556.918,371.386,776.648,480.427,714.222,796.293,1105.747,662.679,1191.766,476.589,1128.724,235.651
